,overview,title,vote_average,Crime,Comedy,Adventure,Action,Science Fiction,Animation,Family,Drama,Romance,Music,Fantasy,Thriller,War,Western,Mystery,History,Horror,Documentary,Foreign,TV Movie
2509,ec comicsinspired weirdness returns with three tales in the first a wooden statue of a native american comes to lifeto exact vengeance on the murderer of his elderly owners in the second four teens are stranded on a raft on a lake with a blob that is hungry and in the third a hit and run woman is terrorized by the hitchhiker she accidentally killedor did she really kill him,creepshow 2,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2510,jackass 3d is a 3d film and the third movie of the jackass series it follows the same premise as the first two movies as well as the tv series it is a compilation of various pranks stunts and skits before the movie begins a brief introduction is made by beavis and butthead explaining the 3d technology behind the movie the intro features the cast lining up and then being attacked by various objects in slowmotion the movie marks the 10th anniversary of the franchise started in 2000,jackass 3d,6.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2511,after dying before his time an aspiring comic gets a second shot at life by being reincarnated as a wealthy but unlikable businessman,down to earth,4.9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2512,when the renegade crew of serenity agrees to hide a fugitive on their ship they find themselves in an actionpacked battle between the relentless military might of a totalitarian regime who will destroy anything  or anyone  to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space but the greatest danger of all may be on their ship,serenity,7.4,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2513,midler is the rockandroll singer mary rose foster known as the rose to her legions of fans whose romantic relationships and mental health are continuously imperiled by the demands of life on the road,the rose,6.8,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2514,a radio host is victimized by the cannibal family as a former texas marshall hunts them,the texas chainsaw massacre 2,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2515,the rugrats are back theres tommy the brave one chuckie the timid one phil and lil the odd couple dil and spoiled brat angelica this time theyre wreaking havoc in paris france where tommys dad stu is summoned after yet another one of his inventions took a dump,rugrats in paris the movie,6.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,a variety of characters some close relatives others distant strangers are each affected by the making of a film about the armenian genocide of 1915,ararat,5.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2517,moments from death a young man is rescued by a renowned warrior realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive as he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father,ong bak 2,6.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2518,a black comedy that follows three generations of a family who come together for the funeral of the patriarch  unveiling a litany of family secrets and covert relationships,eulogy,6.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2519,the town sheriff and a madame team up to stop a television evangelist from shutting down the local whorehouse the famed chicken ranch,the best little whorehouse in texas,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,deals with the lives of the three irish catholic mcmullen brothers from long island new york over three months as they grapple with basic ideas and values  love sex marriage religion and family  in the 1990s directed written produced by and starring edward burns,the brothers mcmullen,6.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2521,comedy about two high school girls who wander off during a class trip to the white house and meet president richard nixon they become the official dog walkers for nixons dog checkers and become his secret advisors during the watergate scandal,dick,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,inspired by his fiance who dumped him a man publishes a breakup handbook for men becoming a bestselling author in the process,breakin all the rules,5.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2523,there are times when its right and proper to simply bury the dead this is not one of those times gram parsons was one of the most influential musicians of his time a bitter brilliant genius who knew elvis tripped with the stones and fatally overdosed on morphine and tequila in 1973 and from his dying came a story a story from deep within folklore a story of friendship honour and adventure a story so extraordinary that if it didnt really happen no one would believe it two men a hearse a dead rock star five gallons of petrol and a promise and the most extraordinary chase of modern times,grand theft parsons,6.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2524,dar is the son of a king who is hunted by a priest after his birth and grows up in another family when he becomes a grown man his new father is murdered by savages and he discovers that he has the ability to communicate with the animals which leads him on his quest for revenge against his fathers killers,the beastmaster,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2525,corky st clair is a director actor and dancer in blaine missouri when it comes time to celebrate blaines 150th anniversary corky resolves to bring down the house in broadway style in this hilarious mockumentary from the people who brought you this is spinal tap,waiting for guffman,7.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2526,jealous harried air traffic controller max fielder recently dumped by his girlfriend comes into contact with nuclear waste and is granted the power of telekinesis which he uses to not only win her back but to gain a little revenge,modern problems,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,doug and his pal skeeter sets out to find the monster of lucky duck lake though things get really out of hand when some one blurts out that the monster is real,dougs 1st movie,5.4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,max imagines running away from his mom and sailing to a faroff land where large talking beasts  ira carol douglas the bull judith and alexander  crown him as their king play rumpus build forts and discover secret hideaways,where the wild things are,6.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2529,peter klaven is a successful real estate agent who upon getting engaged to the woman of his dreams zooey discovers to his dismay and chagrin that he has no male friend close enough to serve as his best man peter immediately sets out to rectify the situation embarking on a series of bizarre and awkward mandates,i love you man,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,two romanticallyengaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together,duplicity,5.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2531,during world war ii in the freezing netherlands winter of 19441945 the western netherlands are in the grip of a famine many people move east to provide for their families fourteen year old michiel cant wait to join the dutch resistance to the dismay of his father who as mayor works to prevent escalations in the village,winter in wartime,6.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2532,set in futuristic metro city astro boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost unable to fulfill the grieving mans expectations our hero embarks on a journey in search of acceptance experiencing betrayal and a netherworld of robot gladiators before he returns to save metro city and reconcile with the father who had rejected him,astro boy,6.1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,set in the australian outback in the 1880s the movie follows the series of events following the horrific rape and murder of the hopkins family allegedly committed by the infamous burns brothers gang captain morris stanley captures charlie burns and gives him 9 days to kill his older dangerous psychopathic brother or else theyll hang his younger mentally slow brother on christmas day,the proposition,7.1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2534,in the summer of 1987 a college graduate takes a nowhere job at his local amusement park only to find its the perfect course to get him prepared for the real world,adventureland,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,trainees in the fbis psychological profiling program must put their training into practice when they discover a killer in their midst,mindhunters,6.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2536,beth calvin and their son conrad are living in the aftermath of the death of the other son conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt he is in therapy beth had always preferred his brother and is having difficulty being supportive to conrad calvin is trapped between the two trying to hold the family together,ordinary people,7.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2537,biographical story of the rise from nowhere of singer ritchie valens whose life was cut short by a plane crash,la bamba,6.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2538,young writer richard collier is met on the opening night of his first play by an old lady who begs him to come back to me mystified he tries to find out about her and learns that she is a famous stage actress from the early 1900s becoming more and more obsessed with her he manages  by selfhypnosis  to travel back in time where he meets her they fall in love a matching that is not appreciated by her manager can their love outlast the immense problems caused by their time difference and can richard remain in a time that is not his,somewhere in time,7.2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2539,in 1910 a chicago steel worker accidentally kills his supervisor and flees to the texas panhandle with his girlfriend and little sister to work harvesting wheat in the fields of a stoic farmer a love triangle a swarm of locusts a hellish firemalick captures it all with dreamlike authenticity creating at once a timeless american idyll and a gritty evocation of turnofthecentury labor,days of heaven,7.6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2540,a reporter lanie kerrigan interviews a psychic homeless man for a fluff piece about a football games score instead he tells her that her life has no meaning and is going to end in just a few days which sparks her to action trying to change the pattern of her life,life or something like it,5.7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2541,john h groberg a middle class kid from idaho falls crosses the pacific to become a mormon missionary in the remote and exotic tongan island kingdom during the 1950s he leaves behind a loving family and the true love of his life jean through letters and musings across the miles john shares his humbling and sometimes hilarious adventures with the girl back home and her letters buoy up his spirits in difficult times john must struggle to overcome language barriers physical hardship and deeprooted suspicion to earn the trust and love of the tongan people he has come to serve throughout his adventurefilled three years on the islands he discovers friends and wisdom in the most unlikely places john h grobergs tongan odyssey will change his life forever,the other side of heaven,6.7,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2543,the classic tale of peter pan continues in disneys sequel return to never land in 1940 on a world besieged by world war ii wendy now grown up has two children one of them is her daughter jane,return to never land,6.1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2544,americanborn gogol the son of indian immigrants wants to fit in among his fellow new yorkers despite his familys unwillingness to let go of their traditional ways,the namesake,6.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2545,biography of loretta lynn a country and western singer that came from poverty to fame,coal miners daughter,7.2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2546,based upon tyler perrys acclaimed stage production madeas family reunion continues the adventures of southern matriarch madea she has just been court ordered to be in charge of nikki a rebellious runaway her nieces lisa and vanessa are suffering relationship trouble and through it all she has to organize her family reunion,madeas family reunion,6.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2547,a us president gene hackman who has retired after two terms in office returns to his hometown of mooseport maine and decides to run for mayor against another local candidate ray romano,welcome to mooseport,4.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,a group of catholic school friends after being caught drawing an obscene comic book plan a heist that will outdo their previous prank and make them local legends,the dangerous lives of altar boys,6.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2549,bob fosses semiautobiographical film celebrates show business stripped of glitz or giddy illusions joe gideon roy scheider is at the top of the heap one of the most successful directors and choreographers in musical theatre but he can feel his world slowly collapsing around himhis obsession with work has almost destroyed his personal life and only his bottles of pills keep him going,all that jazz,7.3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2550,when earth astronaut capt chuck baker arrives on planet 51  a world reminiscent of american suburbia circa 1950  he tries to avoid capture recover his spaceship and make it home safely all with the help of an empathetic little green being,planet 51,5.6,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,in nazioccupied france during world war ii a group of jewishamerican soldiers known as the basterds are chosen specifically to spread fear throughout the third reich by scalping and brutally killing nazis the basterds lead by lt aldo raine soon cross paths with a frenchjewish teenage girl who runs a movie theater in paris which is targeted by the soldiers,inglourious basterds,7.9,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2552,after denying a woman the extension she needs to keep her home loan officer christine brown sees her oncepromising life take a startling turn for the worse christine is convinced shes been cursed by a gypsy but her boyfriend is skeptical her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell,drag me to hell,6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2553,because of his salacious language latenight radio adviceshow host leon phelps along with his sweet and loyal producer julie is fired from his chicago gig leon gets a letter from a former lover promising a life of wealth but he doesnt know who she is can leon find his secret sugarmama what about julie,the ladies man,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,a young englishman marries a glamorous american when he brings her home to meet the parents she arrives like a blast from the future  blowing their entrenched british stuffiness out the window,easy virtue,6.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2555,on the threshold of 22nd century furrowing the space protagonist from the free search group makes emergency landing on an unknown planet where he must stay people who are living on this planet have remained at the stone level of the 20th century with its social problems miserable ecology and shaky world,the inhabited island,5.3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2557,bipolar mall security guard ronnie barnhardt is called into action to stop a flasher from turning shoppers paradise into his personal peep show but when barnhardt cant bring the culprit to justice a surly police detective is recruited to close the case,observe and report,5.6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2558,handsome unflappable us congressman stephen collins is the future of his political party an honorable appointee who serves as the chairman of a committee overseeing defense spending all eyes are upon the rising star to be his partys contender for the upcoming presidential race until his research assistantmistress is brutally murdered and buried secrets come tumbling out,state of play,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2559,on the brink of a midlife crisis 30something mike odonnell wishes he could have a doover and thats exactly what he gets when he wakes up one morning to find hes 17 years old again with his adult mind stuck inside the body of a teenager mike actually has the chance to reverse some decisions he wishes hed never made but maybe they werent so bad after all,17 again,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,aussie adventurer steve irwin aka the crocodile hunter has avoided the deathroll and nabbed another feisty croc hoping to save it from poachers what steve doesnt know is that the crocodile has innocently swallowed a top secret us satellite beacon and the poachers are actually american special agents sent to retrieve it crikey in the outback and through the bush with his wife terris everpresent commentary ringing out over the countryside that was a close one steve the crocodile hunter is out to save the gorgeous croc and relocate him it wont be easy but if he can handle birdeating spiders and venomous snakes without getting bitten gunwielding agents shouldnt be too much of a problem,the crocodile hunter collision course,5.3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,with allnew gadgets highflying action exciting chases and a wisecracking new handler derek anthony anderson cody has to retrieve the device before the worlds leaders fall under the evil control of a diabolical villain,agent cody banks 2 destination london,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,jack slavin is an environmentalist with a heart condition who lives with his daughter rose on an isolated island while jack fights against developers who wish to build in the area he also craves more contact with other people when he invites his girlfriend kathleen and her sons rodney and thaddius to move in rose is upset the complicated family dynamics makes things difficult for everyone in the house,the ballad of jack and rose,6.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2564,a pregnant new york social worker begins to develop romantic feelings for her gay best friend and decides shed rather raise her child with him much to the dismay of her overbearing boyfriend,the object of my affection,5.6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2565,three friends get together and bury a box making a pact to open it at midnight at their high school graduation in the little town in georgia that they live in things soon change one is little miss perfect one is an engaged prom queen and the other is a pregnant outcast the night of graduation they open the box and they strike up a conversation all of a sudden one brings up the topic of her going to los angeles for a record contract audition they all decide to go together and they leave with a little money they set out on the road with a guy named ben when one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him when they reach la lucy falls in love with ben and against her fathers wishes she stays and she goes to the audition,crossroads,4.7,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2566,when new orleans cop danny fisher prevents a brilliant thief from successfully carrying out his latest heist the thiefs girlfriend is accidentally killed hungry for revenge the criminal mastermind breaks out of prison and kidnaps dannys fiancee to save her danny must successfully navigate his way through an elaborate series of tasks and puzzles or else watch the love of his life die,12 rounds,5.7,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2567,jw katadreuffe is the son of joba katadreuffe and ab drevenhaven though fully neglected by joba dreverhaven ensures the succesfull career of his son mostly unseen though he sues his son a few times the son katadreuffe succeeds but at great costs,character,7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2568,a young kid from kansas moves to new york to work on a magazine he gets caught up in the world of drink and drugs and starts a steady decline the only hope is the cousin of one of his drinking partners can she pull him through it ,bright lights big city,4.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2569,its fire and brimstone time as grieving mother karen mccann takes justice into her own hands when a kangaroo court in los angeles fails to convict robert doob the monster who raped and murdered her 17yearold daughter,eye for an eye,5.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2570,faced with the suspicious death of their father two brothers must motivate one another to get back on their bikes and take the las vegas motocross championships by storm,supercross,5.4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2571,william hundert is a passionate and principled classics professor who finds his tightlycontrolled world shaken and inexorably altered when a new student sedgewick bell walks into his classroom what begins as a fierce battle of wills gives way to a close studentteacher relationship but results in a life lesson for hundert that will still haunt him a quarter of a century later,the emperors club,6.9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2572,the film is about the difficulty of maintaining a solid relationship in modern times eight married college friends plus one other nonfriend all of whom have achieved middle to upper class economic status go to colorado for their annual weeklong reunion but the mood shifts when one couples infidelity comes to light secrets are revealed and each couple begins to question their own marriage,why did i get married,6.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2573,while traveling with his father young alec becomes fascinated by a mysterious arabian stallion that is brought on board and stabled in the ship he is sailing on when it tragically sinks both he and the horse survive only to be stranded on a deserted island he befriends it so when finally rescued both return to his home where they soon meet henry dailey a once successful trainer together they begin training the horse to race against the fastest ones in the world,the black stallion,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2574,drawn from the same events that later inspired gladiator the film charts the powerhungry greed and fatherson betrayal that led to romes collapse at the bloody hands of the barbarians,the fall of the roman empire,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2575,humans the other white meat unless youre black then its dark meat or if you are asian then its yellow meat or if you are native american its red meat,poultrygeist night of the chicken dead,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2576,a los angeles journalist befriends a homeless juilliardtrained musician while looking for a new article for the paper,the soloist,6.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2577,an employee at an indian callcenter travels to san francisco to be with a guy she falls for over the phone,the other end of the line,6.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2578,mallory and miller are back the survivors of navarone are sent on a mission along with a unit called force 10 which is led by colonel barnsby but force 10 has a mission of their own which the boys know nothing about,force 10 from navarone,6.4,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2579,jay austin wants to sell you a used car but watch out many victims have fallen prey to his smiling face and hasty promises austin does everything his way until his dishonesty and manipulation are exposed like many men he becomes disgusted by the masks he wears and the lies he tells in every mans life there can be a turning point when jay makes his turn he never looks back,flywheel,6.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2580,after shes diagnosed with a terminal illness a shy woman decides to take a european vacation,last holiday,6.4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2581,mandy moore stars as halley a young hip high school student whos convinced true love doesnt exist based on the crazy relationships around her her mother is divorcing her father who is dating a younger woman halley cant stand her crazed sister is planning a wedding but has second thoughts and her best friend has fallen madly in love for the first time leaving halley to feel even more alone,how to deal,5.7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2582,with only three weeks left in his three year contract sam bell is getting anxious to finally return to earth he is the only occupant of a moonbased manufacturing facility along with his computer and assistant gerty when he has an accident however he wakens to find that he is not alone,moon,7.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2583,a collection of intersecting short stories set in early 1980s los angeles depicts a week in the lives of an assortment of socially alienated mainly welloff characters who numb their sense of emptiness with casual sex violence and drugs,the informers,4.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2584,captain mack leads an elite military unit on a search for a missing scientist and comes facetoface with an an ancient evil lying beneath the middle eastern desert evil that is not of this world evil that should never be unearthed,the devils tomb,4.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2585,intrepid young reporter tintin and his loyal dog snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret as tintin is drawn into a centuriesold mystery ivan ivanovitch sakharine suspects him of stealing a priceless treasure tintin and snowy with the help of salty cantankerous captain haddock and bumbling detectives thompson amp thomson travel half the world one step ahead of their enemies as tintin endeavors to find the unicorn a sunken ship that may hold a vast fortune but also an ancient curse,the adventures of tintin,6.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2586,when a couple of lazy huntergatherers are banished from their primitive village they set off on an epic journey through the ancient world,year one,4.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,based on martin mcgartlands real life story as a informant for the british police to spy on the ira taking place from 19871991 martin jim sturgess works his way up the ranks of the ira while keeping his informant with the police fergis ben kingsley at bay in the process he saved numerous lives and is still in hiding from the ira today,fifty dead men walking,6.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2589,aliens land in south africa and with their ship totally disabled have no way home years later after living in a slum and wearing out their welcome the nonhumans are being moved to a new tent city overseen by multinational united mnu,district 9,7.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,at the turn of the century on prince edward island matthew cuthbert and his sister marilla decide to take on an orphan boy as help for their farm but they get an unexpected jolt when theyre mistakenly sent a girl instead anne shirley annes a dreamer with an unusual point of view far removed from marillas pragmatic ways and its only on trial that marilla agrees to keep anne,anne of green gables,8.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2591,best friends alice and darlene take a trip to thailand after graduating high school in thailand they meet a captivating australian man who calls himself nick parks darlene is particularly smitten with nick and convinces alice to take nick up on his offer to treat the two of them to what amounts to a day trip to hong kong in the airport the girls are seized by the police and shocked to discover that one of their bags contains heroin,brokedown palace,6.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2592,corky romano is a bumbling simpleton veterinarian and the youngest outcast son of an aging gangster named pops romano who calls upon corky to infiltrate the local fbi and retrieve and destroy evidence being used to incriminate pops for racketeering charges,corky romano,4.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,based on the 60sera cartoon of the same name royal canadian mountie dudley doright is busy keeping the peace in his small mountain town when his old rival snidely whiplash comes up with a plot to buy all the property in town then start a phony gold rush by seeding the river with gold nuggets can this wellmeaning though completely incompetent mountie stop whiplashs evil plan,dudley doright,3.8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2594,when a powerful developer named mr scheck wants to knock down all the stores and houses in arnolds neighborhood to build a huge mallplex it looks likes the neighborhood is doomed to disappear but with the help of a superhero and a mysterious deepvoiced stranger arnold and gerald will need to recover a crucial document in order to save their beloved neighborhood,hey arnold the movie,5.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,rocky and bullwinkle have been living off the finances made from the reruns of their cartoon show boris and natasha somehow manage to crossover into reality and team up with fearless leader an evil criminal turned media mogul with some evil plans up his sleeve rocky and bullwinkle must stop the three of them before they wreak havoc,the adventures of rocky  bullwinkle,3.9,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,the lives of a lawyer an actuary a housecleaner a professor and the people around them intersect as they ponder order and happiness in the face of lifes cold unpredictability,thirteen conversations about one thing,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2597,a wily slave must unite a virgin courtesan and his young smitten master to earn his freedom,a funny thing happened on the way to the forum,6.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2598,they used to run the country now theyre running for their lives two onthelam former presidents of the united states framed in a scandal by the current president and pursued by armed agents the two squabbling political foes plunge into a desperately frantic search for the evidence that will establish their innocence,my fellow americans,6.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2599,writer alex sheldon luke wilson must finish his novel within a month if he doesnt he wont get paid and if that happens angry mafia types to whom he owes money will come looking for him in order to expedite things alex hires typist emma dinsmore kate hudson and begins dictating his novel the book is about a doomed love affair between a character similar to alex and a character named polina delacroix sophie marceau but as alex falls for emma his work takes a different turn,alex  emma,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2600,a dashing mississippi river gambler wins the affections of the daughter of the owner of the show boat,show boat,6.9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2601,murray is a male fairy godmother and he is trying to help 8yearold anabel to fulfil her simple wish  that her father oliver who is a cab driver would win the leading role in a broadway musical unfortunately murrays magic wand is broken and the fairies convention is threatened by evil witches claudia and boots,a simple wish,5.5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2602,a girl abandoned by her mother when she was three moves to a small town in florida with her father there she adopts an orphaned dog she names winndixie the bond between the girl and her special companion brings together the people in a small florida town and heals her own troubled relationship with her father,because of winndixie,6.1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2603,a shy boy is unable to make friends in yazoo city mississippi in 1942 until his parents give him a terrier puppy for his ninth birthday the dog which he names skip becomes well known and loved throughout the community and enriches the life of the boy willie as he grows into manhood based on the bestselling mississippi memoir by the late willie morris,my dog skip,6.5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2604,musical adaptation of charles dickens oliver twist a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the artful dodger and trained to be pickpockets by master thief fagin,oliver,7.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2605,a group of aspiring entertainers try to establish careers for themselves in the city of los angeles,undiscovered,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2606,miser ebenezer scrooge is awakened on christmas eve by spirits who reveal to him his own miserable existence what opportunities he wasted in his youth his current cruelties and the dire fate that awaits him if he does not change his ways scrooge is faced with his own story of growing bitterness and meanness and must decide what his own future will hold death or redemption,a christmas carol,6.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2607,playing around with a ouija board a trio of friends succeeds in contacting the spirit of a young boy trouble begins when the evil spirit malfeitor takes over one of their bodies,witchboard,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2609,on a beautiful college campus something ugly is about to be spread around a bit of gossip that was told is starting to take a frightening turn who could it have offended and how far will the person on the other side of the gossip handle the embarrassing situation,gossip,5.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2610,dr samantha goodman is a beautiful young psychiatrist burnt out she drives to the familys winter cottage to spend time with her husband and sister a relaxing weekend is jarringly interrupted when a terrifying and unexpected guest arrives what follows is an extraordinary night of terror and evil mind games where escape is not an option,the dark hours,5.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2611,two inept criminals are mistakenly delivered a package of cocaine and think theyve hit the jackpot triggering a series of events that changes ten peoples lives forever,next day air,5.3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
